@RELATION biodiversitySpreadsheets_TestSetWeights

@ATTRIBUTE what	REAL
@ATTRIBUTE who 	REAL
@ATTRIBUTE how 	REAL
@ATTRIBUTE why	REAL
@ATTRIBUTE where REAL
@ATTRIBUTE when	REAL
@ATTRIBUTE class 	{spCatalog,spOccurrence,geneData,spMonitoring,expObservation}

@DATA
0.23,0.00,0.00,0.00,0.00,0.36,spMonitoring
0.03,0.00,0.06,0.00,1.00,0.36,spMonitoring
0.01,0.00,0.01,0.00,0.25,0.06,spMonitoring
0.42,0.07,0.00,1.04,0.01,0.06,spMonitoring
0.14,0.00,0.00,0.01,0.00,1.25,spMonitoring
0.30,0.00,0.01,0.00,0.02,0.05,spMonitoring
0.01,0.00,0.12,0.00,0.05,0.00,geneData
0.08,0.11,1.07,0.25,0.00,0.00,geneData
1.43,0.00,0.00,0.02,0.06,0.00,geneData
1.42,0.00,0.00,0.06,0.00,0.02,geneData
1.26,0.00,0.00,0.00,0.26,0.00,geneData
0.19,1.01,0.02,0.00,0.00,0.00,geneData
0.00,0.00,0.00,0.03,1.46,0.00,geneData
1.04,0.17,0.00,0.25,0.00,0.00,geneData
0.44,1.00,0.04,0.00,0.00,0.00,geneData
0.05,0.00,0.36,1.03,0.10,0.00,geneData
1.48,0.00,0.00,0.04,0.00,0.00,geneData
1.11,0.00,0.00,0.25,0.00,0.00,geneData
1.42,0.00,0.00,0.00,0.00,0.00,geneData
1.37,0.06,0.00,0.06,0.00,0.00,geneData
0.42,0.01,0.01,0.01,0.00,1.00,geneData
0.01,0.00,0.00,0.07,0.31,1.00,geneData
0.36,1.09,0.01,0.01,0.02,0.00,geneData
1.37,0.00,0.00,0.00,0.19,0.01,geneData
1.16,0.00,0.26,0.01,0.00,0.00,geneData
0.17,0.00,0.07,0.00,0.00,0.01,geneData
0.11,0.00,0.00,0.00,0.31,0.00,geneData
1.08,0.12,0.03,0.04,0.01,0.00,geneData
0.28,0.00,1.04,0.00,0.11,0.00,geneData
0.26,1.00,0.00,0.00,0.00,0.00,geneData
0.37,0.00,0.02,0.01,0.13,0.00,geneData
0.17,0.00,1.02,0.00,0.25,0.00,geneData
1.51,0.00,0.00,0.00,0.00,0.00,geneData
0.34,0.13,0.01,0.00,0.12,0.00,geneData
0.31,0.00,0.03,0.01,0.01,0.00,geneData
0.03,0.11,0.03,0.00,0.00,0.06,geneData
0.39,0.00,0.06,0.00,0.00,1.00,geneData
0.37,0.00,0.01,0.00,0.02,0.08,geneData
0.30,0.01,0.01,0.00,0.00,0.25,geneData
0.35,0.00,0.05,0.00,0.11,0.03,geneData
0.00,0.00,0.00,1.00,0.13,0.28,geneData
0.21,0.00,0.01,0.02,0.00,0.00,geneData
1.16,0.00,0.01,0.04,0.01,0.00,geneData
1.43,0.06,0.00,0.00,0.03,0.00,geneData
0.26,0.25,0.03,1.01,0.00,0.03,geneData
0.06,0.00,0.09,0.00,1.11,0.00,geneData
0.24,0.00,0.00,0.00,0.00,0.00,geneData
1.29,0.25,0.00,0.02,0.00,0.00,geneData
1.25,0.00,0.02,0.00,0.11,0.00,geneData
1.46,0.00,0.00,0.00,0.00,0.00,geneData
1.08,0.00,0.00,0.00,0.07,0.00,geneData
0.21,0.00,0.00,0.00,0.24,1.08,spOccurrence
1.42,0.00,0.00,0.00,0.05,0.04,spOccurrence
1.00,0.00,0.00,0.00,0.46,0.00,spOccurrence
0.00,0.00,0.25,0.00,1.21,0.03,spOccurrence
0.27,0.00,0.00,0.00,0.24,1.03,spOccurrence
0.25,0.00,0.00,0.00,0.11,1.01,spOccurrence
0.02,0.00,0.01,0.00,1.44,0.02,spOccurrence
0.02,0.00,0.01,0.00,1.44,0.02,spOccurrence
0.00,0.02,0.00,0.00,0.23,1.26,spOccurrence
0.00,0.00,0.00,0.00,0.04,1.00,spOccurrence
0.25,0.00,0.00,0.00,0.17,1.03,spOccurrence
0.00,0.00,0.00,0.00,1.36,0.06,spOccurrence
0.00,0.00,0.00,0.00,0.22,1.26,spOccurrence
0.00,0.00,0.00,0.00,0.00,0.36,spOccurrence
0.03,0.00,0.04,0.00,0.37,1.10,spOccurrence
0.25,0.00,0.00,0.00,0.11,1.01,spOccurrence
0.03,0.00,0.04,0.00,0.37,1.10,spOccurrence
0.00,0.00,0.00,0.00,0.10,1.00,spOccurrence
0.04,0.00,0.05,0.00,0.44,0.00,spOccurrence
0.53,0.02,0.00,0.00,0.04,1.01,spOccurrence
0.27,0.00,0.00,0.00,0.24,1.03,spOccurrence
0.00,0.00,0.00,0.00,0.10,1.00,spOccurrence
1.36,0.00,0.00,0.00,0.06,0.03,spOccurrence
0.02,0.00,0.01,0.00,1.44,0.02,spOccurrence
0.03,0.00,0.00,0.01,0.05,0.01,spOccurrence
0.00,0.02,0.00,0.00,0.23,1.26,spOccurrence
0.00,0.00,0.00,0.00,0.04,1.00,spOccurrence
0.25,0.00,0.00,0.00,0.17,1.03,spOccurrence
0.00,0.00,1.00,0.00,0.46,0.02,spOccurrence
0.27,0.00,0.00,0.00,0.24,1.03,spOccurrence
0.00,0.00,0.00,0.00,1.36,0.08,spOccurrence
1.51,0.00,0.00,0.00,0.01,0.01,spOccurrence
0.13,0.00,0.01,0.11,1.27,0.03,spOccurrence
0.00,0.00,0.00,0.00,1.36,0.06,spOccurrence
0.00,0.00,0.01,0.11,1.45,0.01,spOccurrence
0.25,0.00,0.00,0.00,0.11,1.01,spOccurrence
0.10,1.01,0.00,0.11,0.02,0.02,spOccurrence
0.53,0.02,0.00,0.00,0.04,1.01,spOccurrence
0.03,0.00,0.04,0.00,0.37,1.10,spOccurrence
0.17,0.00,0.00,0.02,0.00,0.12,spOccurrence
0.00,0.00,0.00,0.00,0.10,1.00,spOccurrence
1.07,0.00,0.01,0.00,0.25,0.01,spOccurrence
0.23,0.00,0.00,0.00,0.16,1.04,spOccurrence
0.04,0.00,0.05,0.00,0.44,0.00,spOccurrence
0.53,0.02,0.00,0.00,0.04,1.01,spOccurrence
0.00,0.00,0.00,0.00,0.04,1.00,spOccurrence
1.02,0.03,0.00,0.01,0.39,0.07,spOccurrence
1.60,0.00,0.00,0.00,0.00,0.00,spCatalog
1.49,0.00,0.03,0.00,0.00,0.00,spCatalog
0.23,0.00,0.00,0.00,1.00,0.00,spCatalog
1.59,0.00,0.00,0.00,0.00,0.00,spCatalog
1.00,0.00,0.00,0.00,0.31,0.00,spCatalog
1.51,0.00,0.00,0.00,0.02,0.00,spCatalog
1.50,0.09,0.01,0.00,0.00,0.00,spCatalog
1.50,0.09,0.01,0.00,0.00,0.00,spCatalog
1.46,0.00,0.00,0.00,0.00,0.00,spCatalog
1.58,0.01,0.00,0.00,0.01,0.00,spCatalog
1.51,0.00,0.00,0.00,0.00,0.01,spCatalog
1.52,0.00,0.00,0.00,0.00,0.00,spCatalog
1.53,0.00,0.00,0.00,0.00,0.00,spCatalog
1.50,0.04,0.00,0.00,0.00,0.00,spCatalog
1.53,0.00,0.00,0.00,0.01,0.00,spCatalog
1.21,0.00,0.00,0.00,0.00,0.00,spCatalog
1.24,0.00,0.02,0.00,0.00,0.00,spCatalog
1.42,0.00,0.00,0.00,0.00,0.00,spCatalog
1.42,0.00,0.00,0.00,0.00,0.01,spCatalog
1.55,0.01,0.00,0.00,0.02,0.01,spCatalog
1.00,0.00,0.00,0.25,0.00,0.00,spCatalog
1.60,0.00,0.00,0.00,0.00,0.00,spCatalog
1.49,0.00,0.03,0.00,0.00,0.00,spCatalog
1.50,0.09,0.01,0.00,0.00,0.00,spCatalog
1.51,0.00,0.00,0.00,0.00,0.01,spCatalog
1.53,0.00,0.00,0.00,0.00,0.00,spCatalog
1.50,0.04,0.00,0.00,0.00,0.00,spCatalog
1.21,0.00,0.00,0.00,0.00,0.00,spCatalog
1.24,0.00,0.02,0.00,0.00,0.00,spCatalog
1.42,0.00,0.00,0.00,0.00,0.00,spCatalog
1.48,0.00,0.00,0.00,0.00,0.00,spCatalog
1.59,0.00,0.00,0.00,0.00,0.00,spCatalog
1.48,0.00,0.00,0.00,0.00,0.00,spCatalog
1.25,0.00,0.11,0.00,0.08,0.00,spCatalog
0.40,1.00,0.00,0.00,0.00,0.00,spCatalog
1.59,0.00,0.00,0.00,0.00,0.00,spCatalog
0.23,0.00,0.00,0.00,1.00,0.00,spCatalog
1.59,0.00,0.00,0.00,0.00,0.00,spCatalog
1.00,0.00,0.00,0.00,0.31,0.00,spCatalog
1.51,0.00,0.00,0.00,0.02,0.00,spCatalog
1.50,0.09,0.01,0.00,0.00,0.00,spCatalog
1.50,0.09,0.01,0.00,0.00,0.00,spCatalog
1.53,0.00,0.00,0.00,0.00,0.00,spCatalog
1.51,0.00,0.00,0.00,0.00,0.01,spCatalog
1.52,0.00,0.00,0.00,0.00,0.00,spCatalog
1.53,0.00,0.00,0.00,0.00,0.00,spCatalog
1.50,0.04,0.00,0.00,0.00,0.00,spCatalog
